1463477257222062080 1210627806 {}
1463477257222062080 3079178565 {}
1405439623317405696 1210627806 {}
1405439623317405696 599859650 {}
1405439623317405696 1029436669 {}
1405439623317405696 372262602 {}
1405439623317405696 65420357 {}
877879626965581824 1210627806 {}
704257242858708992 1210627806 {}
882656680487550976 1210627806 {}
882656680487550976 1289044326815805441 {}
882656680487550976 834752707009343489 {}
882656680487550976 1932720145 {}
882656680487550976 619965810 {}
882656680487550976 1325283566 {}
882656680487550976 24863440 {}
882656680487550976 473080263 {}
882656680487550976 330328197 {}
882656680487550976 326352942 {}
730578170622042112 972069623230320640 {}
730578170622042112 911148153230856193 {}
730578170622042112 17394758 {}
730578170622042112 478936319 {}
730578170622042112 1637860849 {}
730578170622042112 599859650 {}
730578170622042112 37728789 {}
730578170622042112 18352761 {}
174145542 277088720 {}
174145542 996054186 {}
174145542 29264664 {}
174145542 2291628254 {}
174145542 2395605438 {}
174145542 31268972 {}
174145542 1267982563 {}
174145542 1272407948 {}
174145542 1117043418 {}
1105531614459715584 1289044326815805441 {}
1105531614459715584 1036523349533290501 {}
1105531614459715584 537219894 {}
1105531614459715584 1932720145 {}
1105531614459715584 347715542 {}
1105531614459715584 1325283566 {}
1105531614459715584 865270089150541825 {}
1105531614459715584 473080263 {}
1105531614459715584 912345692 {}
1105531614459715584 330328197 {}
1105531614459715584 203253392 {}
2644910088 537219894 {}
2644910088 3329411729 {}
2644910088 1932720145 {}
2644910088 347715542 {}
2644910088 1325283566 {}
2644910088 473080263 {}
2644910088 832803070115352578 {}
2644910088 17394758 {}
2644910088 2505359724 {}
2644910088 3163772001 {}
2644910088 912345692 {}
2644910088 16244891 {}
2644910088 266898327 {}
2644910088 65420357 {}
2644910088 37728789 {}
772115981430816768 537219894 {}
772115981430816768 1932720145 {}
772115981430816768 347715542 {}
772115981430816768 1325283566 {}
772115981430816768 865270089150541825 {}
772115981430816768 95875062 {}
772115981430816768 1135920847 {}
772115981430816768 203253392 {}
3086950408 3329411729 {}
3086950408 79807769 {}
3086950408 912345692 {}
3086950408 599859650 {}
3086950408 18352761 {}
3086950408 1005209094 {}
3086950408 166183813 {}
3086950408 294149040 {}
566337543 24863440 {}
566337543 2270157884 {}
566337543 3664475668 {}
566337543 359037337 {}
566337543 23745634 {}
566337543 2207541182 {}
566337543 291261221 {}
55508998 2186630257 {}
55508998 909938851 {}
55508998 1637860849 {}
55508998 16244891 {}
55508998 599859650 {}
55508998 266898327 {}
55508998 37728789 {}
55508998 1117043418 {}
55508998 506201323 {}
1401045002 79807769 {}
1401045002 93874520 {}
1401045002 205915258 {}
1401045002 1471478042 {}
1401045002 987646591 {}
1401045002 100658567 {}
1401045002 16244891 {}
1401045002 599859650 {}
1401045002 1029436669 {}
1401045002 763855561 {}
1401045002 1225998914 {}
1401045002 613429101 {}
1401045002 898176697 {}
1401045002 516440632 {}
1401045002 91313476 {}
1401045002 294149040 {}
21389328 151934168 {}
21389328 997577991843528704 {}
21389328 347715542 {}
21389328 15703186 {}
21389328 79807769 {}
21389328 909938851 {}
21389328 1415928464 {}
21389328 987646591 {}
21389328 91313476 {}
21389328 183177218 {}
21389328 1117043418 {}
21389328 544466882 {}
353058834 79807769 {}
353058834 1074694838 {}
353058834 921718784 {}
353058834 599859650 {}
353058834 763855561 {}
353058834 1340593538 {}
353058834 1317061333 {}
47030292 87606674 {}
47030292 347261357 {}
47030292 3282550890 {}
47030292 14157179 {}
47030292 2187233760 {}
47030292 909938851 {}
47030292 272965603 {}
47030292 1267982563 {}
47030292 166183813 {}
47030292 297168625 {}
873226260 79807769 {}
873226260 373464462 {}
873226260 205915258 {}
873226260 478936319 {}
873226260 921718784 {}
873226260 599859650 {}
873226260 763855561 {}
873226260 1157628397 {}
873226260 205821431 {}
873226260 898176697 {}
873226260 1317061333 {}
873226260 516440632 {}
873226260 718831308 {}
873226260 575275357 {}
873226260 426664737 {}
2263703576 199269425 {}
2263703576 1225998914 {}
2263703576 613429101 {}
2263703576 614693405 {}
2263703576 62397252 {}
2263703576 188500598 {}
2263703576 1005209094 {}
2263703576 387341952 {}
114565156 277088720 {}
114565156 3234030582 {}
114565156 213228400 {}
114565156 3065929617 {}
114565156 57008913 {}
114565156 2603023009 {}
114565156 487352746 {}
114565156 1001460008 {}
27484203 373464462 {}
27484203 912345692 {}
27484203 806963953 {}
27484203 1471478042 {}
27484203 100658567 {}
27484203 549862794 {}
27484203 599859650 {}
27484203 516440632 {}
27484203 91313476 {}
27484203 188500598 {}
27484203 426664737 {}
27484203 19396614 {}
27484203 544466882 {}
62554155 205915258 {}
62554155 549862794 {}
62554155 1022356584 {}
62554155 165896337 {}
62554155 613429101 {}
62554155 898176697 {}
62554155 437653620 {}
62554155 66973788 {}
326352942 1210627806 {}
326352942 277088720 {}
326352942 745948498827284480 {}
326352942 3316311421 {}
326352942 814169727568220160 {}
326352942 1174347696095842309 {}
326352942 37885887 {}
326352942 859560671045754880 {}
326352942 1077666990356029440 {}
326352942 997577991843528704 {}
326352942 1932720145 {}
326352942 3130627486 {}
326352942 347715542 {}
326352942 166252198 {}
326352942 3234030582 {}
326352942 1325283566 {}
326352942 889623559424794624 {}
326352942 912615104667160576 {}
326352942 498337577 {}
326352942 1860704768 {}
326352942 2599964088 {}
326352942 846327540 {}
326352942 213228400 {}
326352942 498261022 {}
326352942 2610506869 {}
326352942 1133289522 {}
326352942 547116712 {}
326352942 781753796 {}
326352942 57008913 {}
326352942 2603023009 {}
326352942 3021274672 {}
326352942 3179797695 {}
326352942 2207541182 {}
326352942 184545167 {}
326352942 487352746 {}
326352942 389982044 {}
326352942 1415928464 {}
326352942 183067177 {}
326352942 1135920847 {}
326352942 330328197 {}
326352942 846344095 {}
326352942 134835729 {}
39108656 347715542 {}
39108656 95875062 {}
39108656 17394758 {}
39108656 2187233760 {}
39108656 912345692 {}
39108656 294149040 {}
39108656 544466882 {}
50774064 93874520 {}
50774064 183067177 {}
50774064 160134542 {}
50774064 599859650 {}
50774064 437653620 {}
50774064 1005209094 {}
50774064 49223585 {}
1133289522 1210627806 {}
1133289522 277088720 {}
1133289522 37885887 {}
1133289522 1077666990356029440 {}
1133289522 33293133 {}
1133289522 997577991843528704 {}
1133289522 3130627486 {}
1133289522 166252198 {}
1133289522 3234030582 {}
1133289522 4566785009 {}
1133289522 889623559424794624 {}
1133289522 912615104667160576 {}
1133289522 2599964088 {}
1133289522 846327540 {}
1133289522 213228400 {}
1133289522 781753796 {}
1133289522 57008913 {}
1133289522 41089937 {}
1133289522 2603023009 {}
1133289522 3021274672 {}
1133289522 67912605 {}
1133289522 487352746 {}
1133289522 41131859 {}
1133289522 1135920847 {}
1133289522 330328197 {}
1133289522 846344095 {}
1133289522 134835729 {}
1133289522 326352942 {}
384032818 745948498827284480 {}
384032818 12093082 {}
384032818 166252198 {}
384032818 3234030582 {}
384032818 487352746 {}
384032818 330328197 {}
384032818 600637195 {}
182911027 2186630257 {}
182911027 1160198826 {}
182911027 3395327638 {}
182911027 3119752091 {}
182911027 3163772001 {}
182911027 79807769 {}
182911027 389982044 {}
182911027 189162903 {}
182911027 2187233760 {}
182911027 91313476 {}
