,Id,degree,group
670,2811748854.0,11,1.0
671,601348602.0,11,2.0
672,722698752.0,11,2.0
673,978690564.0,11,2.0
674,2374369833.0,11,1.0
675,260340277.0,11,0.0
676,25449058.0,11,2.0
677,1.186609137850798e+18,11,1.0
678,1077811844.0,11,2.0
679,379869831.0,11,0.0
680,1219791493.0,11,2.0
681,3111226033.0,11,2.0
682,52048566.0,11,3.0
683,424364758.0,11,2.0
684,1011483366.0,11,2.0
685,275481340.0,11,2.0
686,8.626998348134072e+17,11,3.0
687,868637460.0,11,1.0
688,25359130.0,11,1.0
689,3223911192.0,11,2.0
690,380525359.0,11,0.0
691,60840767.0,11,1.0
692,22653760.0,11,1.0
693,5907272.0,11,1.0
694,1631867725.0,11,2.0
695,9.199659641119334e+17,11,1.0
696,3119752091.0,11,2.0
697,815391643.0,11,2.0
698,25115551.0,11,1.0
699,252738486.0,11,0.0
700,78361556.0,11,1.0
701,13339612.0,11,0.0
702,120036324.0,11,0.0
703,4566785009.0,11,3.0
704,1.3973885644516557e+18,11,1.0
705,391134212.0,11,3.0
706,1598485519.0,11,2.0
707,226518030.0,11,2.0
708,437085205.0,11,1.0
709,32584728.0,11,0.0
710,98364447.0,11,0.0
711,1134175273.0,11,2.0
712,488623149.0,11,2.0
713,469670967.0,11,2.0
714,18365496.0,11,1.0
715,56796219.0,11,2.0
716,324852811.0,11,2.0
717,7.793104653357261e+17,11,2.0
718,1042971788.0,11,2.0
719,18513058.0,11,2.0
720,26391721.0,11,0.0
721,714407106.0,11,2.0
722,53976265.0,11,3.0
723,583900377.0,11,2.0
724,16596200.0,11,1.0
725,9.540620171569807e+17,11,1.0
726,1193291006.0,11,1.0
727,128044290.0,11,1.0
728,2542132494.0,11,1.0
729,66559251.0,11,2.0
730,436886807.0,11,0.0
731,48155963.0,11,1.0
732,438390080.0,11,1.0
733,1.0244761222709903e+18,11,1.0
734,23448938.0,11,3.0
735,420250988.0,11,2.0
736,1215735158.0,11,3.0
737,3316311421.0,11,3.0
738,1.2760573594844324e+18,11,3.0
739,8.44963975209005e+17,11,2.0
740,902507928.0,11,3.0
741,528055712.0,11,0.0
742,747361740.0,11,2.0
743,388971988.0,11,2.0
744,1561353698.0,11,1.0
745,18587157.0,11,3.0
746,146548246.0,11,1.0
747,1546542625.0,11,2.0
748,23922219.0,11,2.0
749,74229360.0,11,0.0
750,1296010872.0,11,3.0
751,1.2967654471242752e+18,11,1.0
752,8.61938310159192e+17,11,2.0
753,595611326.0,11,2.0
754,2772936385.0,11,2.0
755,1262589638.0,11,2.0
756,25265869.0,11,2.0
757,401870563.0,11,2.0
758,270057190.0,11,3.0
759,94365433.0,11,0.0
760,1547200250.0,11,0.0
761,14638851.0,11,1.0
762,294612745.0,11,1.0
763,221710101.0,11,0.0
764,43104079.0,11,3.0
765,1067591503.0,11,2.0
766,64083835.0,11,3.0
767,9.755723633318788e+17,11,3.0
768,8976262.0,11,1.0
769,2471614340.0,11,1.0
770,9.737690865375804e+17,11,2.0
771,15378358.0,11,0.0
772,427958206.0,11,0.0
773,1.2890443268158054e+18,10,1.0
774,1.2890443268158054e+18,10,1.0
775,1.1743476960958423e+18,10,3.0
776,1.1743476960958423e+18,10,3.0
777,550498316.0,10,2.0
778,191516708.0,10,2.0
779,182911027.0,10,2.0
780,120397874.0,10,2.0
781,35354684.0,10,1.0
782,33183812.0,10,2.0
783,26597472.0,10,1.0
784,3282550890.0,10,0.0
785,1.0539267496066868e+18,10,3.0
786,7.105836239724257e+17,10,3.0
787,1709660294.0,10,3.0
788,1723193484.0,10,1.0
789,1614932101.0,10,2.0
790,537344145.0,10,2.0
791,4361928854.0,10,0.0
792,240838823.0,10,0.0
793,250159277.0,10,1.0
794,109062332.0,10,1.0
795,1408264386.0,10,2.0
796,3591710966.0,10,1.0
797,8.286885179622769e+17,10,1.0
798,302412035.0,10,3.0
799,1.1529520407225385e+18,10,1.0
800,1440391434.0,10,3.0
801,121999629.0,10,3.0
802,285769987.0,10,1.0
803,335259948.0,10,3.0
804,148418872.0,10,0.0
805,802496832.0,10,3.0
806,27453762.0,10,0.0
807,238098759.0,10,3.0
808,342907214.0,10,3.0
809,1585404247.0,10,2.0
810,19263836.0,10,1.0
811,61442401.0,10,1.0
812,534731123.0,10,2.0
813,1.2503454225911112e+18,10,1.0
814,213535116.0,10,2.0
815,222527894.0,10,2.0
816,266635682.0,10,1.0
817,2959020469.0,10,2.0
818,403116484.0,10,0.0
819,48361925.0,10,1.0
820,50917833.0,10,2.0
821,16529873.0,10,1.0
822,242686426.0,10,0.0
823,1437059551.0,10,3.0
824,215683551.0,10,0.0
825,2228038122.0,10,1.0
826,341445101.0,10,2.0
827,39993846.0,10,1.0
828,52818430.0,10,2.0
829,8.695294865296753e+17,10,1.0
830,14559745.0,10,0.0
831,12726792.0,10,1.0
832,2838004262.0,10,2.0
833,1276391982.0,10,2.0
834,122782255.0,10,1.0
835,36579906.0,10,1.0
836,39930469.0,10,0.0
837,21836409.0,10,0.0
838,97636995.0,10,1.0
839,317151891.0,10,1.0
840,386241174.0,10,2.0
841,57977498.0,10,3.0
842,635024028.0,10,2.0
843,249385626.0,10,2.0
844,30257834.0,10,3.0
845,966081198.0,10,2.0
846,511937225.0,10,2.0
847,2794535639.0,10,1.0
848,285250272.0,10,2.0
849,321905389.0,10,3.0
850,24771318.0,10,1.0
851,3131243261.0,10,1.0
852,1.1601611936982876e+18,10,2.0
853,3335731978.0,10,0.0
854,383314705.0,10,3.0
855,700656410.0,10,2.0
856,264665928.0,10,1.0
857,522593098.0,10,0.0
858,15274836.0,10,0.0
859,578650970.0,10,1.0
860,93666150.0,10,0.0
861,1.2331506867049882e+18,10,1.0
862,8.490418375622287e+17,10,2.0
863,329628561.0,10,1.0
864,494656404.0,10,2.0
865,105237397.0,10,2.0
866,90577822.0,10,0.0
867,18185124.0,10,0.0
868,183536553.0,10,3.0
869,2618403776.0,10,1.0
870,84577216.0,10,2.0
871,36965318.0,10,0.0
872,1874840533.0,10,1.0
873,1475820504.0,10,2.0
874,148587486.0,10,0.0
875,14144487.0,10,1.0
876,1.2740222817994998e+18,10,3.0
877,1.0401491133445898e+18,10,3.0
878,509660165.0,10,1.0
879,395127816.0,10,2.0
880,1602008113.0,10,3.0
881,1134144572.0,10,2.0
882,302128211.0,10,3.0
883,378643551.0,10,1.0
884,869766241.0,10,1.0
885,1498985576.0,10,3.0
886,15051884.0,10,1.0
887,3022474355.0,10,3.0
888,1.2870858541507912e+18,10,3.0
889,7.14282785783976e+17,10,1.0
890,61244551.0,10,1.0
891,8.962872811826422e+17,10,2.0
892,19805321.0,10,1.0
893,459269265.0,10,0.0
894,194606227.0,10,2.0
895,49155241.0,10,1.0
896,97383592.0,10,0.0
897,105305259.0,10,0.0
898,282270906.0,10,2.0
899,288328895.0,10,3.0
900,84042973.0,10,2.0
901,16200937.0,10,2.0
902,615927039.0,10,3.0
903,717923588.0,10,2.0
904,393952524.0,10,2.0
905,606549267.0,10,1.0
906,3365844274.0,10,2.0
907,312999231.0,10,1.0
908,361864511.0,10,2.0
909,271662402.0,10,2.0
910,140137815.0,10,1.0
911,33232227.0,10,3.0
912,41702771.0,10,3.0
913,253207919.0,10,2.0
914,179848577.0,10,1.0
915,7.574053259558257e+17,10,2.0
916,9.152734896150282e+17,10,1.0
917,414266785.0,10,3.0
918,912625076.0,10,2.0
919,326665662.0,10,3.0
920,107371972.0,10,2.0
921,3092782540.0,10,3.0
922,1339856354.0,10,2.0
923,1586626033.0,10,2.0
924,1464497652.0,10,2.0
925,1090835960.0,10,2.0
926,1.083050519059415e+18,10,3.0
927,7.231912350710989e+17,10,2.0
928,21313035.0,10,2.0
929,1117091342.0,10,2.0
930,369307152.0,10,1.0
931,18087450.0,10,0.0
932,586941998.0,10,0.0
933,1457851962.0,10,1.0
934,18458170.0,10,1.0
935,2842615353.0,10,1.0
936,2349305420.0,10,2.0
937,1285791349.0,10,2.0
938,202313343.0,10,1.0
939,312698496.0,10,1.0
940,9.84636333271339e+17,10,2.0
941,771638922.0,10,2.0
942,360666774.0,10,2.0
943,16856731.0,10,1.0
944,22271644.0,10,1.0
945,2335252139.0,10,1.0
946,291806902.0,10,3.0
947,603809479.0,10,2.0
948,25458378.0,10,0.0
949,2906502863.0,10,1.0
950,1148530393.0,10,2.0
951,961246940.0,10,2.0
