,source,target
89,8.82656680487551e+17,1932720145.0
90,8.82656680487551e+17,473080263.0
91,8.82656680487551e+17,326352942.0
92,8.595606710457549e+17,1210627806.0
93,8.595606710457549e+17,574978714.0
94,8.595606710457549e+17,17552387.0
95,8.595606710457549e+17,846344095.0
96,8.595606710457549e+17,3329411729.0
97,8.595606710457549e+17,16167957.0
98,8.595606710457549e+17,9.975779918435288e+17
99,8.595606710457549e+17,1325283566.0
100,8.595606710457549e+17,330328197.0
101,8.595606710457549e+17,9.56250134786003e+17
102,8.595606710457549e+17,326352942.0
103,8.595606710457549e+17,101897322.0
104,8.595606710457549e+17,2811748854.0
105,8.595606710457549e+17,133507637.0
106,8.595606710457549e+17,24863440.0
107,8.595606710457549e+17,33232227.0
108,8.595606710457549e+17,606549267.0
109,1.0776669903560294e+18,1210627806.0
110,1.0776669903560294e+18,1.2890443268158054e+18
111,1.0776669903560294e+18,3316311421.0
112,1.0776669903560294e+18,1.1743476960958423e+18
113,1.0776669903560294e+18,37885887.0
114,1.0776669903560294e+18,1860704768.0
115,1.0776669903560294e+18,1932720145.0
116,1.0776669903560294e+18,9.126151046671606e+17
117,1.0776669903560294e+18,860884598.0
118,1.0776669903560294e+18,1139621516.0
119,1.0776669903560294e+18,8.301878775563837e+17
120,1.0776669903560294e+18,781753796.0
121,1.0776669903560294e+18,2599964088.0
122,1.0776669903560294e+18,134835729.0
123,1.0776669903560294e+18,3917258414.0
124,1.0776669903560294e+18,126947049.0
125,1.0776669903560294e+18,846344095.0
126,1.0776669903560294e+18,487352746.0
127,1.0776669903560294e+18,330328197.0
128,1.0776669903560294e+18,846327540.0
129,1.0776669903560294e+18,326352942.0
130,1.0776669903560294e+18,1133289522.0
131,1.0776669903560294e+18,8.896235594247946e+17
132,1.0776669903560294e+18,9.975779918435288e+17
133,1.0776669903560294e+18,9.975779918435287e+17
134,1.0776669903560294e+18,166252198.0
135,1.0776669903560294e+18,3234030582.0
136,1.0776669903560294e+18,1325283566.0
137,1.0776669903560294e+18,57008913.0
138,1.0776669903560294e+18,184545167.0
139,7.173720529660969e+17,1210627806.0
140,7.173720529660969e+17,3641079799.0
141,7.173720529660969e+17,9.540620171569807e+17
142,7.173720529660969e+17,2542132494.0
143,7.173720529660969e+17,14559745.0
144,7.173720529660969e+17,202313343.0
145,7.173720529660969e+17,121999629.0
146,7.173720529660969e+17,321905389.0
147,7.173720529660969e+17,1709660294.0
148,7.173720529660969e+17,802496832.0
149,7.173720529660969e+17,383314705.0
150,7.173720529660969e+17,2207541182.0
151,7.173720529660969e+17,41131859.0
152,22190083.0,1210627806.0
153,22190083.0,17850785.0
154,22190083.0,33923443.0
155,22190083.0,18539631.0
156,22190083.0,21836409.0
157,22190083.0,73013623.0
158,22190083.0,16261638.0
159,22190083.0,91298698.0
160,22190083.0,15274836.0
161,22190083.0,260340277.0
162,22190083.0,85144671.0
163,22190083.0,81619592.0
164,22190083.0,46096376.0
165,22190083.0,167760471.0
166,22190083.0,33057154.0
167,22190083.0,39047949.0
168,22190083.0,148587486.0
169,22190083.0,69681766.0
170,22190083.0,318383192.0
171,22190083.0,97383592.0
172,22190083.0,35767916.0
173,22190083.0,42300159.0
174,22190083.0,18185124.0
175,22190083.0,13339612.0
176,22190083.0,105305259.0
177,22190083.0,16248319.0
178,22190083.0,18087450.0
179,22190083.0,65589378.0
180,22190083.0,25458378.0
181,19396614.0,1210627806.0
182,19396614.0,347715542.0
183,19396614.0,93874520.0
184,19396614.0,188500598.0
185,19396614.0,289461078.0
186,19396614.0,2334947540.0
187,19396614.0,1437059551.0
188,19396614.0,586941998.0
189,19396614.0,22653760.0
190,19396614.0,1296010872.0
191,19396614.0,63135089.0
192,19396614.0,18637420.0
193,19396614.0,267449695.0
194,19396614.0,37836873.0
195,19396614.0,2175021342.0
196,19396614.0,401775393.0
197,19396614.0,326665662.0
198,19396614.0,2320821690.0
199,19396614.0,210684204.0
200,19396614.0,933325062.0
201,19396614.0,15784302.0
202,19396614.0,20414217.0
203,19396614.0,379869831.0
204,19396614.0,15066876.0
205,19396614.0,211917765.0
206,19396614.0,95982652.0
207,19396614.0,203253392.0
208,19396614.0,24733117.0
209,19396614.0,32584728.0
210,19396614.0,33098495.0
211,19396614.0,528055712.0
212,19396614.0,522593098.0
213,19396614.0,314613453.0
214,19396614.0,221710101.0
215,19396614.0,387341952.0
216,19396614.0,27484203.0
217,19396614.0,74024057.0
218,19396614.0,544466882.0
219,19396614.0,350509998.0
220,183177218.0,1210627806.0
221,183177218.0,183067177.0
222,183177218.0,614693405.0
223,183177218.0,1.1529520407225385e+18
224,183177218.0,1.0272025257395404e+18
225,183177218.0,3834939257.0
226,183177218.0,16167957.0
227,183177218.0,211917765.0
228,183177218.0,25115551.0
229,183177218.0,312698496.0
230,183177218.0,1762629482.0
231,183177218.0,2690688900.0
232,183177218.0,2505359724.0
233,183177218.0,369307152.0
234,183177218.0,569662714.0
235,183177218.0,95740980.0
236,183177218.0,188213257.0
237,183177218.0,320524842.0
238,183177218.0,901101350.0
239,183177218.0,61442401.0
240,183177218.0,73986605.0
241,183177218.0,14144487.0
242,183177218.0,265085341.0
243,183177218.0,10340482.0
244,183177218.0,123006717.0
245,183177218.0,109062332.0
246,183177218.0,40953465.0
247,183177218.0,12726792.0
248,183177218.0,933325062.0
249,183177218.0,329628561.0
250,183177218.0,15066876.0
251,183177218.0,15463610.0
252,183177218.0,18637420.0
253,183177218.0,23193568.0
254,183177218.0,389359161.0
255,183177218.0,197180210.0
256,183177218.0,18104730.0
257,183177218.0,17879144.0
258,183177218.0,1372641625.0
259,183177218.0,479816451.0
260,183177218.0,401775393.0
261,183177218.0,15396298.0
262,183177218.0,39077431.0
263,183177218.0,238308510.0
264,183177218.0,21389328.0
265,183177218.0,403116484.0
266,183177218.0,33098495.0
267,183177218.0,95982652.0
268,183177218.0,544466882.0
269,183177218.0,36579906.0
270,183177218.0,221710101.0
271,183177218.0,148587486.0
272,183177218.0,59386332.0
273,183177218.0,593206283.0
274,183177218.0,244101096.0
275,183177218.0,242686426.0
276,183177218.0,49155241.0
277,183177218.0,1117043418.0
278,183177218.0,117982625.0
279,183177218.0,16596200.0
280,1.1743476960958423e+18,37885887.0
281,1.1743476960958423e+18,1210627806.0
282,1.1743476960958423e+18,2599964088.0
283,1.1743476960958423e+18,846344095.0
284,1.1743476960958423e+18,184545167.0
285,1.1743476960958423e+18,9.975779918435288e+17
286,1.1743476960958423e+18,330328197.0
287,1.1743476960958423e+18,326352942.0
288,2644910088.0,537219894.0
289,2644910088.0,3329411729.0
290,2644910088.0,1932720145.0
291,2644910088.0,347715542.0
292,2644910088.0,1325283566.0
293,2644910088.0,473080263.0
294,2644910088.0,8.328030701153526e+17
295,2644910088.0,17394758.0
296,2644910088.0,2505359724.0
297,2644910088.0,3163772001.0
298,2644910088.0,912345692.0
299,2644910088.0,16244891.0
300,2644910088.0,266898327.0
301,2644910088.0,65420357.0
302,2644910088.0,37728789.0
303,226891781.0,3329411729.0
304,226891781.0,347715542.0
305,226891781.0,1325283566.0
306,226891781.0,95875062.0
307,226891781.0,2505359724.0
308,226891781.0,3405541642.0
309,226891781.0,3022474355.0
310,226891781.0,23745634.0
311,226891781.0,67912605.0
312,226891781.0,291261221.0
313,226891781.0,41131859.0
314,226891781.0,65420357.0
315,226891781.0,33098495.0
316,226891781.0,203253392.0
317,226891781.0,123231225.0
318,226891781.0,259873788.0
319,188213257.0,347715542.0
320,188213257.0,17394758.0
321,188213257.0,2207541182.0
322,188213257.0,2187233760.0
323,188213257.0,909938851.0
324,188213257.0,491044079.0
325,188213257.0,611649223.0
326,188213257.0,62397252.0
327,188213257.0,191159103.0
328,188213257.0,37728789.0
329,188213257.0,244101096.0
330,188213257.0,1117043418.0
331,21389328.0,151934168.0
332,21389328.0,9.975779918435287e+17
333,21389328.0,347715542.0
334,21389328.0,15703186.0
335,21389328.0,79807769.0
336,21389328.0,909938851.0
337,21389328.0,1415928464.0
338,21389328.0,987646591.0
339,21389328.0,91313476.0
340,21389328.0,1117043418.0
341,21389328.0,544466882.0
342,1932720145.0,1210627806.0
343,1932720145.0,1.2890443268158054e+18
344,1932720145.0,17552387.0
345,1932720145.0,3329411729.0
346,1932720145.0,357452342.0
347,1932720145.0,8.002853482615562e+17
348,1932720145.0,456865788.0
349,1932720145.0,75742264.0
350,1932720145.0,1.1051803191022632e+18
351,1932720145.0,3971883682.0
352,1932720145.0,357511304.0
353,1932720145.0,16167957.0
354,1932720145.0,166252198.0
355,1932720145.0,1.2503454225911112e+18
356,1932720145.0,3591710966.0
357,1932720145.0,846344095.0
358,1932720145.0,8.896235594247946e+17
359,1932720145.0,2236180393.0
360,1932720145.0,1.1055316144597156e+18
361,1932720145.0,781753796.0
362,1932720145.0,326352942.0
363,1932720145.0,184545167.0
364,1932720145.0,104684456.0
365,1932720145.0,9.975779918435288e+17
366,1932720145.0,2337119462.0
367,1932720145.0,25081451.0
368,1932720145.0,135389546.0
369,1932720145.0,3975299597.0
370,1932720145.0,3234030582.0
371,1932720145.0,3917258414.0
372,1932720145.0,3037187311.0
373,1932720145.0,9.688935943281828e+17
374,1932720145.0,1860704768.0
375,1932720145.0,860884598.0
376,1932720145.0,85760252.0
377,1932720145.0,2445652957.0
378,1932720145.0,230692748.0
379,1932720145.0,238516153.0
380,1932720145.0,487352746.0
381,1932720145.0,330328197.0
382,1932720145.0,97636995.0
383,1932720145.0,999199824.0
384,1932720145.0,8.652700891505418e+17
385,1932720145.0,202313343.0
386,1932720145.0,912345692.0
387,1932720145.0,537219894.0
388,1932720145.0,7.714260854603858e+17
389,1932720145.0,70250435.0
390,1932720145.0,2505359724.0
391,1932720145.0,3092191180.0
392,1932720145.0,869766241.0
393,1932720145.0,211917765.0
394,1932720145.0,347715542.0
395,1932720145.0,95740980.0
396,1932720145.0,15463610.0
397,1932720145.0,370343276.0
398,1932720145.0,146548246.0
399,1932720145.0,48155963.0
400,1932720145.0,1325283566.0
401,1401045002.0,79807769.0
402,1401045002.0,93874520.0
403,1401045002.0,205915258.0
404,1401045002.0,1471478042.0
405,1401045002.0,987646591.0
406,1401045002.0,100658567.0
407,1401045002.0,16244891.0
408,1401045002.0,599859650.0
409,1401045002.0,1029436669.0
410,1401045002.0,763855561.0
411,1401045002.0,1225998914.0
412,1401045002.0,613429101.0
413,1401045002.0,898176697.0
414,1401045002.0,516440632.0
415,1401045002.0,91313476.0
416,1401045002.0,294149040.0
417,550498316.0,93874520.0
418,550498316.0,806963953.0
419,550498316.0,763855561.0
420,550498316.0,1022356584.0
421,550498316.0,205821431.0
422,550498316.0,613429101.0
423,550498316.0,491044079.0
424,550498316.0,611649223.0
425,550498316.0,1317061333.0
426,550498316.0,575275357.0
427,873226260.0,79807769.0
428,873226260.0,373464462.0
429,873226260.0,205915258.0
430,873226260.0,478936319.0
431,873226260.0,921718784.0
432,873226260.0,599859650.0
433,873226260.0,763855561.0
434,873226260.0,1157628397.0
435,873226260.0,205821431.0
436,873226260.0,898176697.0
437,873226260.0,1317061333.0
438,873226260.0,516440632.0
439,873226260.0,718831308.0
440,873226260.0,575275357.0
441,873226260.0,426664737.0
442,70596637.0,17394758.0
443,70596637.0,2186630257.0
444,70596637.0,373464462.0
445,70596637.0,205915258.0
446,70596637.0,921718784.0
447,70596637.0,599859650.0
448,70596637.0,1029436669.0
449,70596637.0,1225998914.0
450,70596637.0,491044079.0
451,70596637.0,611649223.0
452,70596637.0,898176697.0
453,70596637.0,1317061333.0
454,70596637.0,294149040.0
455,277350433.0,704207840.0
456,277350433.0,231430595.0
457,277350433.0,373464462.0
458,277350433.0,1074694838.0
459,277350433.0,205915258.0
460,277350433.0,599859650.0
461,277350433.0,763855561.0
462,277350433.0,205821431.0
463,277350433.0,36129150.0
464,277350433.0,491044079.0
465,277350433.0,611649223.0
466,277350433.0,516440632.0
467,791132196.0,231430595.0
468,791132196.0,373464462.0
469,791132196.0,806963953.0
470,791132196.0,205915258.0
471,791132196.0,549862794.0
472,791132196.0,1029436669.0
473,791132196.0,763855561.0
474,791132196.0,1022356584.0
475,791132196.0,205821431.0
476,791132196.0,491044079.0
477,791132196.0,611649223.0
478,791132196.0,1317061333.0
479,791132196.0,516440632.0
480,791132196.0,426664737.0
481,191516708.0,1074694838.0
482,191516708.0,921718784.0
483,191516708.0,599859650.0
484,191516708.0,763855561.0
485,191516708.0,1225998914.0
486,191516708.0,1022356584.0
487,191516708.0,205821431.0
488,191516708.0,491044079.0
489,191516708.0,450894516.0
490,191516708.0,575275357.0
491,27484203.0,373464462.0
492,27484203.0,912345692.0
493,27484203.0,806963953.0
494,27484203.0,1471478042.0
495,27484203.0,100658567.0
496,27484203.0,549862794.0
497,27484203.0,599859650.0
498,27484203.0,516440632.0
499,27484203.0,91313476.0
500,27484203.0,188500598.0
501,27484203.0,426664737.0
502,27484203.0,544466882.0
503,1246335020.0,373464462.0
504,1246335020.0,806963953.0
505,1246335020.0,921718784.0
506,1246335020.0,1022356584.0
507,1246335020.0,1157628397.0
508,1246335020.0,205821431.0
509,1246335020.0,1339856354.0
510,1246335020.0,1340593538.0
511,1246335020.0,36129150.0
512,1246335020.0,613429101.0
513,1246335020.0,491044079.0
514,1246335020.0,611649223.0
515,1246335020.0,450894516.0
516,1246335020.0,1317061333.0
517,1246335020.0,516440632.0
518,1246335020.0,575275357.0
519,1246335020.0,426664737.0
520,620750893.0,373464462.0
521,620750893.0,806963953.0
522,620750893.0,205915258.0
523,620750893.0,599859650.0
524,620750893.0,1022356584.0
525,620750893.0,205821431.0
526,620750893.0,613429101.0
527,620750893.0,611649223.0
528,620750893.0,718831308.0
529,620750893.0,18352761.0
530,620750893.0,426664737.0
531,620750893.0,244101096.0
532,326352942.0,1210627806.0
533,326352942.0,277088720.0
534,326352942.0,3316311421.0
535,326352942.0,37885887.0
536,326352942.0,9.975779918435287e+17
537,326352942.0,3130627486.0
538,326352942.0,347715542.0
539,326352942.0,166252198.0
540,326352942.0,3234030582.0
541,326352942.0,1325283566.0
542,326352942.0,8.896235594247946e+17
543,326352942.0,9.126151046671606e+17
544,326352942.0,1860704768.0
545,326352942.0,2599964088.0
546,326352942.0,846327540.0
547,326352942.0,213228400.0
548,326352942.0,498261022.0
549,326352942.0,1133289522.0
550,326352942.0,547116712.0
551,326352942.0,781753796.0
552,326352942.0,57008913.0
553,326352942.0,2603023009.0
554,326352942.0,3021274672.0
555,326352942.0,2207541182.0
556,326352942.0,184545167.0
557,326352942.0,487352746.0
558,326352942.0,389982044.0
559,326352942.0,1415928464.0
560,326352942.0,183067177.0
561,326352942.0,1135920847.0
562,326352942.0,330328197.0
563,326352942.0,846344095.0
564,326352942.0,134835729.0
565,326352942.0,456865788.0
566,326352942.0,238516153.0
567,326352942.0,41702771.0
568,326352942.0,1.2740222817994998e+18
569,326352942.0,2236180393.0
570,326352942.0,1.2503454225911112e+18
571,326352942.0,391134212.0
572,326352942.0,1.2760573594844324e+18
573,326352942.0,565534774.0
574,326352942.0,40428645.0
575,326352942.0,110303171.0
576,326352942.0,17552387.0
577,326352942.0,632793024.0
578,326352942.0,9.941140170641162e+17
579,326352942.0,280669008.0
580,326352942.0,1498985576.0
581,326352942.0,869766241.0
582,326352942.0,1.0539267496066868e+18
583,326352942.0,3975299597.0
584,326352942.0,3037187311.0
585,326352942.0,8.301878775563837e+17
586,326352942.0,3166068971.0
587,326352942.0,9.975779918435288e+17
588,326352942.0,574978714.0
589,326352942.0,12093082.0
590,326352942.0,9.240137142228296e+17
591,326352942.0,348497718.0
592,326352942.0,4566785009.0
593,326352942.0,1139621516.0
594,326352942.0,8.21933283671937e+17
595,326352942.0,3092782540.0
596,326352942.0,3917258414.0
597,326352942.0,104684456.0
598,326352942.0,860884598.0
599,326352942.0,1887486780.0
600,326352942.0,3405541642.0
601,326352942.0,2291628254.0
602,326352942.0,3299645832.0
603,326352942.0,23448938.0
604,326352942.0,19401910.0
605,326352942.0,455451340.0
606,326352942.0,999199824.0
607,326352942.0,330542924.0
608,326352942.0,318106877.0
609,326352942.0,41089937.0
610,326352942.0,53976265.0
611,326352942.0,948831122.0
612,326352942.0,1602008113.0
613,326352942.0,21383744.0
614,326352942.0,39077431.0
615,326352942.0,3080291.0
616,326352942.0,1001460008.0
617,326352942.0,710567898.0
618,326352942.0,244101096.0
619,326352942.0,240664803.0
620,326352942.0,886681915.0
621,326352942.0,434030422.0
622,326352942.0,288328895.0
623,326352942.0,124436459.0
624,326352942.0,22185860.0
625,326352942.0,62010125.0
626,326352942.0,30947125.0
627,326352942.0,14102386.0
628,1133289522.0,1210627806.0
629,1133289522.0,277088720.0
630,1133289522.0,37885887.0
631,1133289522.0,9.975779918435287e+17
632,1133289522.0,3130627486.0
633,1133289522.0,166252198.0
634,1133289522.0,3234030582.0
635,1133289522.0,4566785009.0
636,1133289522.0,8.896235594247946e+17
637,1133289522.0,9.126151046671606e+17
638,1133289522.0,2599964088.0
639,1133289522.0,846327540.0
640,1133289522.0,213228400.0
641,1133289522.0,846344095.0
642,1133289522.0,391134212.0
643,1133289522.0,1135920847.0
644,1133289522.0,8.626998348134072e+17
645,1133289522.0,1.2760573594844324e+18
646,1133289522.0,710567898.0
647,1133289522.0,860884598.0
648,1133289522.0,2388848229.0
649,1133289522.0,9.975779918435288e+17
650,1133289522.0,3021274672.0
651,1133289522.0,23745634.0
652,1133289522.0,1.083050519059415e+18
653,1133289522.0,532684212.0
654,1133289522.0,121999629.0
655,1133289522.0,41089937.0
656,1133289522.0,781753796.0
657,1133289522.0,280669008.0
658,1133289522.0,434030422.0
659,1133289522.0,244033178.0
660,1133289522.0,134835729.0
661,1133289522.0,67912605.0
662,1133289522.0,1.0401491133445898e+18
663,1133289522.0,9.941140170641162e+17
664,1133289522.0,3166068971.0
665,1133289522.0,183536553.0
666,1133289522.0,632793024.0
667,1133289522.0,487352746.0
668,1133289522.0,1215735158.0
669,1133289522.0,104684456.0
670,1133289522.0,7.105836239724257e+17
671,1133289522.0,3092782540.0
672,1133289522.0,57008913.0
673,1133289522.0,330328197.0
674,1133289522.0,2603023009.0
675,1133289522.0,41131859.0
676,182911027.0,2186630257.0
677,182911027.0,1160198826.0
678,182911027.0,3119752091.0
679,182911027.0,3163772001.0
680,182911027.0,79807769.0
681,182911027.0,389982044.0
682,182911027.0,189162903.0
683,182911027.0,2187233760.0
684,182911027.0,91313476.0
685,182911027.0,37728789.0
686,120397874.0,373464462.0
687,120397874.0,1074694838.0
688,120397874.0,205915258.0
689,120397874.0,1701978805.0
690,120397874.0,478936319.0
691,120397874.0,599859650.0
692,120397874.0,1029436669.0
693,120397874.0,1022356584.0
694,120397874.0,516440632.0
695,120397874.0,575275357.0
696,810993716.0,1074694838.0
697,810993716.0,205915258.0
698,810993716.0,1701978805.0
699,810993716.0,1711459278.0
700,810993716.0,1713783080.0
701,810993716.0,478936319.0
702,810993716.0,921718784.0
703,810993716.0,1637860849.0
704,810993716.0,599859650.0
705,810993716.0,1022356584.0
706,810993716.0,1317061333.0
707,810993716.0,516440632.0
708,810993716.0,575275357.0
709,565534774.0,277088720.0
710,565534774.0,1072038426.0
711,565534774.0,213228400.0
712,565534774.0,547116712.0
713,565534774.0,57008913.0
714,565534774.0,23745634.0
715,565534774.0,42953038.0
716,565534774.0,67912605.0
717,565534774.0,487352746.0
718,565534774.0,330328197.0
719,359188534.0,15300423.0
720,359188534.0,353917446.0
721,359188534.0,436886807.0
722,359188534.0,20739133.0
723,359188534.0,87606674.0
724,359188534.0,40428645.0
725,359188534.0,27150431.0
726,359188534.0,3329411729.0
727,359188534.0,9.975779918435287e+17
728,359188534.0,347261357.0
729,359188534.0,8.896235594247946e+17
730,359188534.0,29264664.0
731,359188534.0,17394758.0
732,359188534.0,202120926.0
733,359188534.0,435516305.0
734,359188534.0,67912605.0
735,359188534.0,291261221.0
736,359188534.0,2175021342.0
737,359188534.0,95982652.0
738,359188534.0,53017384.0
739,35354684.0,95875062.0
740,35354684.0,17394758.0
741,35354684.0,2291628254.0
742,35354684.0,79807769.0
743,35354684.0,183067177.0
744,35354684.0,16244891.0
745,35354684.0,272965603.0
746,35354684.0,1005209094.0
747,35354684.0,166183813.0
748,35354684.0,294149040.0
749,938657858.0,15703186.0
750,938657858.0,67912605.0
751,938657858.0,93874520.0
752,938657858.0,806963953.0
753,938657858.0,549862794.0
754,938657858.0,205541157.0
755,938657858.0,293739081.0
756,938657858.0,258430354.0
757,938657858.0,36129150.0
758,938657858.0,169899371.0
759,938657858.0,450894516.0
760,938657858.0,614693405.0
761,938657858.0,437653620.0
762,938657858.0,166183813.0
763,938657858.0,426664737.0
764,938657858.0,66973788.0
765,1311221828.0,79807769.0
766,1311221828.0,1074694838.0
767,1311221828.0,1701978805.0
768,1311221828.0,478936319.0
769,1311221828.0,921718784.0
770,1311221828.0,599859650.0
771,1311221828.0,1029436669.0
772,1311221828.0,1367137064.0
773,1311221828.0,1157628397.0
774,1311221828.0,1340593538.0
775,1311221828.0,1317061333.0
776,1311221828.0,516440632.0
777,1311221828.0,575275357.0
778,1311221828.0,426664737.0
779,33183812.0,373464462.0
780,33183812.0,1074694838.0
781,33183812.0,478936319.0
782,33183812.0,921718784.0
783,33183812.0,599859650.0
784,33183812.0,1022356584.0
785,33183812.0,205821431.0
786,33183812.0,1317061333.0
787,33183812.0,718831308.0
788,33183812.0,575275357.0
789,1550309448.0,79807769.0
790,1550309448.0,704207840.0
791,1550309448.0,1074694838.0
792,1550309448.0,1701978805.0
793,1550309448.0,1711459278.0
794,1550309448.0,921718784.0
795,1550309448.0,1637860849.0
796,1550309448.0,599859650.0
797,1550309448.0,1029436669.0
798,1550309448.0,1157628397.0
799,1550309448.0,491044079.0
800,1550309448.0,1317061333.0
801,1550309448.0,62397252.0
802,1550309448.0,575275357.0
803,37836873.0,17552387.0
804,37836873.0,29264664.0
805,37836873.0,213228400.0
806,37836873.0,704207840.0
807,37836873.0,189162903.0
808,37836873.0,2187233760.0
809,37836873.0,1547200250.0
810,37836873.0,266898327.0
811,37836873.0,169899371.0
812,37836873.0,450894516.0
813,37836873.0,387341952.0
814,37836873.0,275675429.0
815,37836873.0,544466882.0
816,930127944.0,79807769.0
817,930127944.0,231430595.0
818,930127944.0,373464462.0
819,930127944.0,1074694838.0
820,930127944.0,478936319.0
821,930127944.0,921718784.0
822,930127944.0,100658567.0
823,930127944.0,599859650.0
824,930127944.0,1029436669.0
825,930127944.0,763855561.0
826,930127944.0,205821431.0
827,930127944.0,36129150.0
828,930127944.0,491044079.0
829,930127944.0,611649223.0
830,930127944.0,516440632.0
831,930127944.0,718831308.0
832,930127944.0,575275357.0
833,930127944.0,426664737.0
834,930127944.0,544466882.0
835,771905612.0,373464462.0
836,771905612.0,1074694838.0
837,771905612.0,205915258.0
838,771905612.0,478936319.0
839,771905612.0,921718784.0
840,771905612.0,599859650.0
841,771905612.0,1029436669.0
842,771905612.0,763855561.0
843,771905612.0,1022356584.0
844,771905612.0,1157628397.0
845,771905612.0,205821431.0
846,771905612.0,36129150.0
847,771905612.0,491044079.0
848,771905612.0,611649223.0
849,771905612.0,1317061333.0
850,771905612.0,516440632.0
851,771905612.0,575275357.0
852,44425296.0,4876073664.0
853,44425296.0,9.111481532308562e+17
854,44425296.0,17394758.0
855,44425296.0,2186630257.0
856,44425296.0,1160198826.0
857,44425296.0,79807769.0
858,44425296.0,2557265432.0
859,44425296.0,93874520.0
860,44425296.0,1074694838.0
861,44425296.0,921718784.0
862,44425296.0,1637860849.0
863,44425296.0,599859650.0
864,44425296.0,1367137064.0
865,44425296.0,1157628397.0
866,44425296.0,1340593538.0
867,44425296.0,1317061333.0
868,44425296.0,718831308.0
869,44425296.0,575275357.0
870,26548315.0,3166068971.0
871,26548315.0,996054186.0
872,26548315.0,95875062.0
873,26548315.0,636575082.0
874,26548315.0,57008913.0
875,26548315.0,2291628254.0
876,26548315.0,2175021342.0
877,26548315.0,93874520.0
878,26548315.0,912345692.0
879,26548315.0,23834147.0
880,26548315.0,16244891.0
881,26548315.0,1272407948.0
882,26548315.0,191159103.0
883,26548315.0,600637195.0
